caseid,dAge,dAncstry1,dAncstry2,iAvail,iCitizen,iClass,dDepart,iDisabl1,iDisabl2,iEnglish,iFeb55,iFertil,dHispanic,dHour89,dHours,iImmigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,iKorean,iLang1,iLooking,iMarital,iMay75880,iMeans,iMilitary,iMobility,iMobillim,dOccup,iOthrserv,iPerscare,dPOB,dPoverty,dPwgt1,iRagechld,dRearning,iRelat1,iRelat2,iRemplpar,iRiders,iRlabor,iRownchld,dRpincome,iRPOB,iRrelchld,iRspouse,iRvetserv,iSchool,iSept80,iSex,iSubfam1,iSubfam2,iTmpabsnt,dTravtime,iVietnam,dWeek89,iWork89,iWorklwk,iWWII,iYearsch,iYearwrk,dYrsserv
1058109,3,3,1,0,0,1,3,2,2,1,0,0,4,3,3,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,4,2,2,2,0,2,0,2,2,0,3,0,0,0,1,1,0,3,22,0,1,0,3,0,0,0,0,0,3,0,2,1,1,0,14,1,0
1058110,7,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,0,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
1058111,6,1,1,0,0,1,3,2,2,0,1,0,0,5,5,0,4,0,0,1,0,0,0,0,2,0,2,0,0,0,1,2,1,2,1,0,2,0,2,2,0,5,0,0,0,2,1,0,5,22,0,1,7,1,0,0,0,0,0,5,0,2,1,1,0,11,1,1
1058112,2,11,1,0,2,1,1,2,2,0,0,0,0,1,1,6,1,0,0,0,0,0,0,0,4,0,2,0,4,0,10,4,1,2,2,0,2,2,2,2,0,2,2,0,121,0,1,1,2,40,1,6,0,2,0,0,0,0,0,1,0,2,1,1,0,8,1,0
1058113,7,1,2,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,2,4,0,0,0,0,0,6,0,3,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,15,6,0
1058114,3,11,1,0,0,1,4,2,2,0,0,1,0,3,5,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,14,1,0
1058115,3,3,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,4,2,2,0,0,2,0,2,1,2,0,2,0,0,0,6,0,2,10,0,3,0,1,0,1,2,1,3,0,0,0,2,2,0,10,7,0
1058116,7,1,1,0,0,1,0,2,2,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,7,0,2,0,0,0,0,4,2,2,2,0,2,0,2,1,4,0,1,0,0,0,6,0,3,10,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,10,4,0
1058117,4,2,12,0,0,1,4,2,2,0,0,0,0,5,5,0,4,0,0,1,0,0,0,0,9,0,2,0,0,0,10,4,2,2,1,0,2,0,2,3,0,5,0,0,0,0,1,0,5,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,16,1,0
1058118,6,1,2,0,0,1,4,2,2,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,4,2,1,0,0,1,1,0,2,24,0,1,0,1,0,1,0,0,0,3,0,1,1,1,0,14,1,0
1058119,6,11,1,0,0,1,5,1,2,0,1,0,0,3,3,0,3,0,0,0,0,0,0,0,9,1,2,0,2,0,1,2,1,1,3,0,2,0,2,1,0,4,0,0,0,1,1,0,4,21,0,4,8,1,0,0,0,0,0,1,0,2,1,1,0,10,1,1
1058120,6,1,1,0,0,6,4,2,2,0,0,0,0,5,5,0,4,1,0,1,0,0,0,1,4,1,2,0,0,0,1,2,1,2,6,0,2,0,2,2,0,5,0,0,0,1,1,0,5,10,0,1,8,1,0,0,0,0,0,3,0,2,1,1,0,7,1,1
1058121,3,1,1,0,0,6,3,2,2,0,0,0,0,5,5,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,1,4,1,2,5,0,2,0,2,1,0,2,0,0,0,2,1,0,2,10,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,11,1,0
1058122,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,23,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1058123,6,1,2,0,0,1,3,2,2,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,8,1,2,0,0,0,1,2,1,2,2,0,2,0,2,1,0,3,0,0,0,1,1,0,3,23,0,1,8,1,0,0,0,0,0,5,0,2,1,1,0,14,1,1
1058124,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,122,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1058125,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,121,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058126,2,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,2,0,0,1,0,2,1,4,0,3,0,111,0,0,1,0,10,1,6,0,1,0,1,0,0,0,0,0,0,0,2,0,6,0,0
1058127,7,11,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,1,1,0,0,2,0,2,0,0,0,0,0,0,0,6,0,2,10,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,5,6,1
1058128,2,11,1,0,0,1,3,2,2,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,10,1,0
1058129,3,1,1,4,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,0,2,1,4,0,0,4,2,2,6,0,2,0,1,0,0,2,2,0,0,0,3,0,2,10,0,6,0,1,0,0,0,0,3,0,0,1,1,2,0,5,2,0
1058130,4,0,1,0,0,3,4,2,2,0,0,0,0,3,3,0,2,0,0,1,0,0,0,0,9,0,2,0,0,0,10,4,1,2,1,0,2,0,2,3,0,3,13,0,0,0,1,0,4,10,0,2,0,1,0,0,0,0,0,1,0,2,1,0,0,17,1,0
1058131,6,3,1,0,4,1,3,2,2,2,0,0,4,3,3,6,2,0,0,0,0,0,0,0,8,0,1,0,0,0,1,4,1,2,3,0,1,4,2,1,0,3,0,0,0,1,1,0,3,52,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,12,1,0
1058132,5,0,1,0,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,0,4,2,2,3,0,2,0,1,2,0,2,13,0,0,0,6,0,2,10,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,11,2,0
1058133,6,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,22,0,1,0,3,0,1,0,0,3,0,0,0,2,2,0,11,5,0
1058134,5,1,1,0,0,1,3,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,8,0,2,0,4,0,1,2,1,2,2,0,2,0,2,0,0,2,2,0,0,1,1,0,2,10,0,6,4,1,0,0,0,0,0,5,1,2,1,1,0,11,1,1
1058135,3,1,2,0,0,1,5,2,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,3,1,2,2,0,2,0,2,2,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,12,1,0
1058136,3,4,1,0,4,1,4,2,2,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,3,0,2,0,4,0,2,4,2,2,5,0,2,4,1,3,0,2,0,0,0,0,1,0,2,52,0,6,0,1,0,0,0,0,0,5,0,1,1,1,0,5,1,0
1058137,4,1,1,0,0,1,3,2,2,0,0,0,0,5,3,0,2,0,0,1,0,0,0,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,0,0,3,0,0,0,1,1,0,3,22,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,14,1,0
1058138,4,11,1,0,0,1,1,2,2,0,0,0,2,3,3,0,1,0,0,0,0,0,0,0,8,0,2,0,4,0,5,4,2,2,6,0,2,0,2,2,0,2,2,0,0,0,1,0,2,10,0,6,0,1,0,0,0,0,0,5,0,1,1,1,0,11,1,0
1058139,3,1,1,4,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,8,0,2,1,4,0,0,3,2,2,6,0,2,0,2,1,0,2,3,0,0,0,3,0,2,10,0,6,0,1,0,0,0,0,3,0,0,1,1,2,0,10,1,0
1058140,6,3,1,0,3,1,3,2,2,1,0,0,6,3,3,8,2,0,0,1,0,0,0,0,8,0,1,0,0,0,1,4,1,2,2,0,2,4,2,1,0,3,0,0,0,1,1,0,3,51,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,14,1,0
1058141,6,1,2,0,0,3,4,2,2,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,10,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,10,1,0
1058142,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,211,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1058143,3,1,2,0,0,1,3,2,2,0,0,1,0,2,4,0,1,1,0,1,0,0,0,0,8,0,2,0,4,0,1,4,2,2,1,0,2,0,2,2,4,2,0,0,0,1,1,0,2,21,0,6,0,3,0,1,0,0,0,5,0,1,1,1,0,11,1,0
1058144,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,4,0,2,0,111,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0
1058145,4,11,1,0,0,1,3,2,2,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,2,0,2,0,2,0,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,2,0,2,1,0,0,7,1,0
1058146,4,1,1,0,0,3,4,2,2,0,0,1,0,3,3,0,2,0,0,0,0,0,0,0,10,0,2,0,2,0,1,4,2,2,2,0,2,0,2,2,4,3,0,0,0,1,1,0,3,10,0,4,0,1,0,1,0,0,0,3,0,2,1,1,0,10,1,0
1058147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,121,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058148,4,0,1,0,0,1,2,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,2,2,2,0,2,0,2,1,0,4,0,0,0,1,1,0,4,22,0,6,0,2,0,0,0,0,0,2,0,1,1,1,0,13,1,0
1058149,6,1,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,1,4,0,5,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
1058150,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,2,4,0,2,0,141,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
1058151,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,141,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058152,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,222,0,0,1,0,23,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1058153,4,3,1,0,0,1,0,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,11,4,2,1,5,0,2,0,2,1,0,2,0,0,0,0,1,0,2,10,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,10,1,0
1058154,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058155,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,121,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1058156,6,1,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,2,0,0,2,2,2,5,0,2,0,1,0,0,0,11,0,0,0,6,0,0,24,0,4,8,1,0,0,0,0,3,0,0,0,2,2,0,6,4,1
1058157,3,11,1,0,0,1,2,2,2,1,0,1,0,3,3,0,1,0,0,0,0,0,0,0,6,0,1,0,4,0,1,4,2,2,2,0,2,0,2,0,4,2,9,0,0,1,1,0,2,10,0,6,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
1058158,2,1,2,0,0,1,5,2,2,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,1,2,2,0,2,0,2,1,4,2,2,0,111,2,1,1,2,10,1,6,0,2,0,1,0,0,0,1,0,1,1,1,0,7,1,0
1058159,6,1,2,0,0,1,1,2,2,0,0,7,0,3,3,0,1,0,0,0,0,0,1,0,4,0,2,0,0,0,1,4,1,2,6,0,2,0,2,1,4,2,1,0,0,1,1,0,2,21,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,6,1,0
1058160,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058161,5,1,1,0,0,6,2,2,2,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,3,0,2,0,4,0,1,4,1,2,5,0,2,0,2,2,0,2,4,0,0,1,1,0,2,10,0,6,0,1,0,0,0,0,0,4,0,1,1,1,0,10,1,0
1058162,3,0,1,0,0,1,4,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,8,0,2,0,4,0,1,4,2,2,2,0,2,0,2,2,0,2,2,0,0,1,1,0,2,10,0,6,0,1,0,0,0,0,0,2,0,2,1,0,0,14,1,0
1058163,5,11,1,0,0,1,3,2,2,0,0,3,0,5,5,0,2,0,0,0,0,0,0,0,9,0,2,0,2,0,1,4,1,2,2,0,2,0,2,1,4,3,0,0,0,1,1,0,3,21,0,4,0,1,0,1,0,0,0,2,0,2,1,1,0,11,1,0
1058164,4,11,1,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,2,2,4,0,0,4,1,2,6,0,2,0,2,1,4,0,3,0,0,0,6,0,2,21,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,6,4,0
1058165,6,11,1,0,0,0,0,1,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,4,2,1,0,0,1,0,1,2,4,0,0,0,0,0,6,0,0,10,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,5,7,0
1058166,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,2,0,0,2,0,2,1,0,0,2,0,112,0,0,1,0,10,1,6,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,0
1058167,3,1,1,0,0,1,3,2,2,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,9,0,2,0,2,0,1,4,2,2,2,0,2,0,2,2,0,4,0,0,0,2,1,0,4,23,0,4,0,1,0,0,0,0,0,5,0,2,1,1,0,11,1,0
1058168,6,3,1,0,4,1,0,2,2,4,0,0,0,3,0,2,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,4,2,2,4,0,2,4,2,1,0,2,0,0,0,0,3,0,2,52,0,1,0,1,0,0,0,0,1,0,0,1,1,2,0,5,2,0
1058169,7,11,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,4,2,1,0,0,1,0,0,1,4,0,12,0,0,0,6,0,0,23,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
1058170,5,1,1,0,0,1,1,2,2,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,5,0,2,0,0,0,1,2,1,2,3,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,4,1,0,0,0,0,0,6,1,2,1,1,0,10,1,1
1058171,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,6,0,0,0,0,0,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
1058172,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
1058173,4,1,2,0,0,1,3,2,2,0,0,2,0,3,3,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,1,0,2,0,2,2,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,11,1,0
1058174,4,3,1,4,0,1,0,2,2,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,5,0,1,1,4,0,0,4,1,2,2,0,2,0,2,1,4,2,2,0,0,0,3,0,2,23,0,6,0,1,0,1,0,0,1,0,0,1,1,2,0,10,2,0
1058175,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1058176,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1058177,3,1,1,0,0,2,4,2,2,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,9,0,2,0,4,0,10,4,2,2,1,0,2,0,2,1,0,2,2,0,0,0,1,0,2,22,0,6,0,1,0,0,0,0,0,1,0,1,1,1,0,14,1,0
1058178,2,3,1,0,0,1,0,2,2,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,9,0,1,2,4,0,0,4,1,2,2,0,2,0,2,1,4,2,2,0,0,0,6,0,2,10,0,6,0,2,0,1,0,0,3,0,0,1,1,2,0,11,1,0
1058179,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,113,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1058180,4,1,2,0,0,1,2,2,2,0,0,0,0,4,4,0,3,0,0,1,0,0,0,0,4,0,2,0,0,0,1,4,1,2,1,0,2,0,2,2,0,4,0,0,0,1,1,0,4,21,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,14,1,0
1058181,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,2,2,2,0,0,2,0,1,1,0,0,13,0,0,0,6,0,2,21,0,3,10,1,0,0,0,0,3,0,0,0,2,2,1,5,6,1
1058182,5,1,1,0,0,1,3,2,2,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,8,0,2,0,4,0,1,3,2,2,2,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,6,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
1058183,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,112,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1058184,6,0,1,0,1,1,5,2,2,1,0,9,2,1,2,9,1,0,0,0,0,0,0,0,7,0,1,0,0,0,12,4,1,2,2,0,2,1,1,1,2,2,1,0,0,0,1,0,2,31,0,1,0,2,0,1,0,0,0,2,0,1,1,1,0,9,1,0
1058185,3,1,1,0,0,1,4,2,2,0,0,1,0,4,4,0,3,0,0,1,0,0,0,0,4,0,2,0,4,0,1,4,2,2,1,0,2,0,2,2,4,4,9,0,0,1,1,0,4,23,0,6,0,3,0,1,0,0,0,5,0,2,1,1,0,14,1,0
1058186,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,4,0,2,0,222,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1058187,5,1,1,0,0,1,3,2,2,0,0,0,0,4,1,0,1,0,0,1,0,0,0,1,5,0,2,0,0,0,1,2,1,2,6,0,2,0,2,1,0,2,0,0,0,1,1,0,3,10,0,1,4,1,0,0,0,0,0,1,1,1,1,1,0,10,1,1
1058188,4,1,1,0,0,6,5,2,2,0,0,1,0,5,5,0,3,1,0,1,0,0,0,0,8,0,2,0,4,0,1,4,2,2,1,0,2,0,2,1,4,4,9,0,0,1,1,0,4,21,0,6,0,1,0,1,0,0,0,1,0,2,1,1,0,14,1,0
1058189,5,1,2,0,0,1,2,2,2,0,0,3,0,4,4,0,2,0,0,1,0,0,0,0,8,0,2,0,3,0,5,4,1,2,1,0,2,0,2,0,2,3,0,0,0,0,1,0,3,10,0,5,0,1,0,1,0,0,0,6,0,2,1,1,0,15,1,0
1058190,6,1,2,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,5,0
1058191,4,3,1,0,0,3,1,2,2,0,0,1,0,3,4,0,3,0,0,1,0,0,0,0,10,0,2,0,4,0,1,4,1,2,2,0,2,0,2,2,4,4,0,0,0,1,1,0,4,10,0,6,0,1,0,1,0,0,0,4,0,2,1,1,0,12,1,0
1058192,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,2,2,0,4,0,2,0,111,0,0,1,0,40,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1058193,5,11,1,0,0,1,3,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,8,0,2,0,0,0,1,2,1,2,2,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,4,1,0,0,0,0,0,4,1,2,1,1,0,10,1,1
1058194,5,1,1,0,0,2,0,2,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,9,0,2,0,4,0,11,4,1,2,2,0,2,0,1,1,4,0,13,0,0,0,1,0,0,21,0,6,0,1,0,1,0,0,0,0,0,0,2,1,0,14,1,0
1058195,4,1,1,0,0,1,1,2,2,0,0,3,0,3,3,0,1,0,0,1,0,0,0,1,7,0,2,0,2,0,1,4,2,2,3,0,2,0,2,1,2,2,0,0,0,1,1,0,2,10,0,4,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
1058196,2,0,1,0,0,5,2,2,2,1,0,2,7,3,4,0,2,0,0,0,0,0,0,0,11,0,1,0,4,0,1,1,2,2,5,0,2,0,0,1,4,3,13,0,0,2,4,0,3,10,0,6,1,2,1,1,0,0,0,3,0,2,1,1,0,10,1,1
1058197,6,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,2,0,4,0,0,2,1,2,2,0,2,0,2,2,0,0,0,0,0,0,6,0,3,22,0,6,10,1,0,0,0,0,0,0,0,0,2,0,1,10,3,1
1058198,3,1,2,0,0,4,0,2,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,9,0,2,2,0,0,0,4,2,2,6,0,2,0,2,1,4,2,1,0,0,0,2,0,2,10,0,1,0,1,0,1,0,0,2,0,0,1,1,2,0,11,1,0
1058199,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,4,0,6,0,222,0,0,0,0,10,1,0,0,3,0,1,3,1,0,0,0,0,0,0,0,1,0,0
1058200,3,0,1,0,0,1,3,2,2,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0,1,4,2,2,2,0,2,0,2,0,4,2,1,0,0,2,1,0,2,10,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,11,1,0
1058201,5,3,1,0,4,1,2,2,2,1,0,0,0,3,3,9,2,0,0,0,0,0,0,0,3,0,1,0,0,0,1,2,2,2,5,0,2,4,2,2,0,3,0,0,0,1,1,0,3,52,0,1,4,1,0,0,0,0,0,5,1,2,1,1,0,7,1,1
1058202,6,2,1,0,4,1,0,2,2,3,0,6,0,3,3,2,1,0,0,0,0,0,0,0,9,0,1,0,0,0,11,4,2,2,3,0,2,2,2,2,4,2,9,0,0,0,1,0,2,52,0,2,0,1,0,1,0,0,0,0,0,1,1,1,0,17,1,0
1058203,6,1,3,4,0,4,0,2,2,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,9,0,2,1,0,0,0,4,1,2,1,0,2,0,2,1,4,3,1,0,0,0,3,0,4,10,0,1,0,1,0,1,0,0,1,0,0,1,1,2,0,17,2,0
1058204,6,1,1,0,0,1,4,2,2,0,0,1,0,3,4,0,2,0,0,1,0,0,0,0,5,0,2,0,1,0,1,4,1,2,2,0,1,0,2,2,4,3,0,0,0,1,1,0,3,10,0,3,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
1058205,7,11,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,1,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,2,10,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,10,5,1
